mes_desembaraco,ano_desembaraco,recinto_aduaneiro,num_dde,canal,vmle_dolar_expo,peso_liquido_expo_ton,peso_liquido_expo_kg
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015336008,Verde,26880,96,96000
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015332827,Verde,16960,64,64000
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015325120,Verde,21760,64,64000
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015439443,Verde,15900,60,60000
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015404267,Verde,9821.25,33.75,33750
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015515433,Verde,15600,60,60000
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015504512,Verde,7155,27,27000
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015503095,Verde,40420,156,156000
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015492379,Verde,8180.54,32,32000
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015487618,Verde,8960,32,32000
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015575410,Verde,43400,155,155000
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015570701,Verde,10944,32,32000
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015568138,Verde,16383.37,55,55000
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015543259,Verde,16446.74,62,62000
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015540306,Verde,55687,183,183000
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015534985,Verde,8960,32,32000
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015672296,Verde,16960,64,64000
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015646120,Verde,34160,122,122000
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015614962,Verde,4240,16,16000
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015765731,Verde,8360,32,32000
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015735190,Verde,8680,31,31000
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015730881,Verde,4250,62.5,62500
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015729158,Verde,23850,90,90000
11,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0015726507,Verde,22950,90,90000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0017531347,verde,47430,90,90000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0017857943,verde,194144,52.05,52050
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0017907843,verde,1609.9532113994,30,30000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0017907967,verde,1609.9532113994,30,30000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0017910518,verde,1717.2834254927,32,32000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0017944757,verde,19716,62,62000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0017910410,verde,47458,125,125000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018005118,verde,12400,31,31000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018008672,verde,1602.45554614733,30,30000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018010057,verde,1602.45554614733,30,30000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018089346,vermelho,19716,62,62000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018142336,verde,16960,32,32000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018196118,verde,17120,32,32000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018198331,verde,10040,22,22000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018280747,verde,253413,71.43501,71435.01
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018334642,verde,24471.04,64,64000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018373982,verde,67080,156,156000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018420140,verde,26660,62,62000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018429252,verde,16960,32,32000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018436739,verde,14980,28,28000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018196398,vermelho,16960,32,32000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018467642,verde,24391.68,64,64000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018472328,verde,25235.76,66,66000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018525960,verde,144421.44,318,318000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018541800,verde,16960,32,32000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018569836,verde,12278.08,32,32000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018616532,verde,12226.56,32,32000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018477648,verde,12278.08,32,32000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018669890,verde,24471.04,64,64000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018670057,verde,27090,63,63000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018671924,verde,61390.4,160,160000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018676411,verde,97947.84,257,257000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018688037,verde,12278.08,32,32000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018711985,verde,12195.84,32,32000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018716952,verde,13330,31,31000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018731986,verde,12278.08,32,32000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018762989,verde,11894.39,31,31000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018873012,verde,39990,93,93000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018876895,verde,19882.72,52,52000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018879371,verde,48247.52,118,118000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018908231,verde,12195.84,32,32000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018911976,verde,11894.39,31,31000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018921823,verde,48906.24,128,128000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018951684,verde,48783.36,128,128000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018975761,verde,36587.52,96,96000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018978116,verde,11853.16,31,31000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018988197,verde,12195.84,32,32000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019001540,verde,9208.56,24,24000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018952010,vermelho,12278.08,32,32000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019060449,verde,48783.36,128,128000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019061917,verde,24453.12,64,64000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019080873,verde,12235.52,32,32000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019009036,verde,16000,4.48,4480
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019156853,verde,12617.88,33,33000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019157914,verde,9592.25,25,25000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019256440,verde,48906.24,128,128000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019257110,verde,24471.04,64,64000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019259610,verde,12195.84,32,32000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019295888,verde,12235.52,32,32000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019364324,verde,65001.2,170,170000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019387790,verde,37471.28,98,98000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019582720,verde,392855.5,78.5,78500
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019595679,verde,13330,31,31000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019597531,verde,27529.92,72,72000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019600303,verde,48524.16,127,127000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019600893,verde,234060,63.261667,63261.667
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019601059,verde,12195.84,32,32000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019612638,verde,33880,20.02,20020
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0018953610,verde,93658.5,16.22,16220
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019596357,vermelho,24556.16,64,64000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019645781,verde,11853.16,31,31000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019671456,verde,9934.08,26,26000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019704168,verde,12278.08,32,32000
11,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0019719742,verde,9559,25,25000
10,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0016010114,verde,28224.62,29.92,29920
10,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0016102914,verde,11870.8,62,62000
10,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0016280820,verde,5082,60,60000
10,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0016294694,verde,18336,32,32000
10,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0015943117,verde,1320,33,33000
10,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0016612866,verde,18336,32,32000
10,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0016663967,verde,19716,62,62000
10,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0016843086,verde,5251.4,62,62000
10,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0016982477,verde,2032.8,24,24000
10,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0017360577,verde,1696.62586892192,32,32000
10,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0017361417,verde,1590.5867521143,30,30000
10,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0017361921,verde,1590.5867521143,30,30000
10,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0017363029,verde,1590.5867521143,30,30000
10,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0017526408,verde,1590.5867521143,30,30000
10,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0017526670,verde,1590.5867521143,30,30000
10,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0017622504,verde,25600,64,64000
10,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0017680369,verde,1628.13205721045,30,30000
10,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0017681454,verde,1628.13205721045,30,30000
10,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0017688220,verde,12400,31,31000
10,2021,PORTO DE SANTA HELENA - PM DE STA HELENA - SANTA HELENA/PR PORTO FLUVIAL ALFANDEGADO - USO PUBLICO,21BR0017724897,verde,1628.13205721045,30,30000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011006003,Verde,7712.6,28,28000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010968537,Verde,7077.99,90,90000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010955028,Vermelho,17492,62,62000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010856160,Verde,87743.34,23.565,23565
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011108302,Verde,18147.84,64,64000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011103750,Verde,2359.33,30,30000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011103424,Verde,7744,32,32000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011086082,Verde,1280,32,32000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011084543,Verde,1320,33,33000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011083342,Verde,1320,33,33000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011074084,Verde,25510,92,92000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011069366,Vermelho,2359.33,30,30000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011042590,Verde,2579.26,60,60000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010980243,Verde,53895,90,90000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011190980,Verde,1400.49,32,32000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011174445,Verde,8790.36,31,31000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011140389,Verde,8506.8,30,30000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010928640,Verde,16616.34,0.75933,759.33
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011262905,Verde,797.59,18,18000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011212983,Verde,9510.1,32,32000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011140362,Verde,33220,81.4,81400
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011317041,Verde,1280,32,32000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011313542,Verde,6875,25,25000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011312732,Verde,1424.15,32,32000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011303520,Verde,1335.13,30,30000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011303458,Verde,1246.13,28,28000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011301978,Verde,1904,28,28000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011301560,Verde,2456.91,30,30000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011300491,Verde,9750,30,30000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011267257,Verde,1890,30,30000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011259009,Verde,8192,32,32000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011396847,Verde,2100,30,30000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011382501,Verde,13950,45,45000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011377303,Verde,1280,32,32000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011375076,Verde,1280,32,32000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011361890,Verde,1314.01,30,30000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011469755,Verde,2108,31,31000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011454839,Verde,1320,33,33000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011452844,Verde,1320,33,33000
09,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0011443241,Verde,283.56,1,1000
