mes_desembaraco,ano_desembaraco,recinto_aduaneiro,num_dde,canal,vmle_dolar_expo,peso_liquido_expo_ton,peso_liquido_expo_kg
04,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0004368760,Verde,8790,30,30000
04,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0004581200,Verde,46966,158,158000
04,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0004626549,Verde,36780,124,124000
04,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0004665544,Verde,8790,30,30000
04,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0004813756,Verde,62998,212,212000
04,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0004805567,Verde,8362.2,30,30000
04,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0004785191,Verde,27683,93,93000
04,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0004879412,Verde,16724.4,60,60000
04,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0004855904,Verde,64260,217,217000
04,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0004907700,Verde,9083,31,31000
04,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0005095580,Verde,193952,18.0048,18004.8
04,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0005076895,Verde,49058.24,176,176000
04,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0005074779,Verde,9600,32,32000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0004800794,Vermelho,12000,30,30000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0004695559,Verde,1320,33,33000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0004693980,Verde,1320,33,33000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0004915516,Verde,38845.47,21.199,21199
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0005069058,Verde,8646,33,33000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0005019280,Verde,1280,32,32000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0005018151,Verde,1320,33,33000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0005205270,Verde,36750,21.7,21700
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0005202297,Verde,7860,30,30000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0005321741,Verde,1280,32,32000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0005365749,Verde,53943,22.8031,22803.1
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0005319259,Verde,1320,33,33000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0005316667,Verde,1320,33,33000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0005449446,Verde,1320,33,33000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0005446544,Verde,1320,33,33000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0005443278,Verde,1320,33,33000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0005296585,Verde,1320,33,33000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0005525053,Verde,7598,29,29000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0005671360,Verde,14196.92,1.4357,1435.7
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0005827009,Verde,1280,32,32000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0005819570,Verde,1040,26,26000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0005915862,Verde,1320,33,33000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0006143766,Verde,1320,33,33000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0006198315,Verde,1320,33,33000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0006318329,Verde,1240,31,31000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0006284769,Verde,16506,63,63000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0006264024,Verde,24366,93,93000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0006370282,Verde,8122,31,31000
04,2021,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,21BR0006362786,Verde,1320,33,33000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009527131,Verde,1265.65,28,28000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009526895,Verde,10944,32,32000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009522091,Verde,1188.96,33,33000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009521850,Verde,81912.58,303,303000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009519597,Verde,1188.96,33,33000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009512452,Verde,10208.16,36,36000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009511146,Verde,17222.7,60,60000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009511103,Verde,20520,60,60000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009476227,Verde,43197.57,155,155000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009458750,Verde,1270.43,28,28000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009615740,Verde,7925.21,28,28000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009589404,Verde,19494,57,57000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009576337,Verde,11233.15,29,29000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009676501,Verde,31340.3,30.205,30205
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009658929,Verde,16770.3,60,60000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009653277,Verde,11167.35,3.64,3640
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009640841,Verde,7744,32,32000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009630170,Verde,19494,57,57000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009613127,Verde,42310.92,150,150000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009741435,Verde,7744,32,32000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009738191,Verde,25232.6,90,90000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009714314,Verde,9576,28,28000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009711234,Verde,22064,84,84000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009477851,Verde,80070.72,13.596,13596
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009777693,Verde,1080.87,30,30000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009775844,Verde,972.78,27,27000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009773736,Verde,21219.52,80,80000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009772365,Verde,22466.3,58,58000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009772276,Verde,24484,94,94000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009711455,Vermelho,2420,10,10000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009881954,Verde,7744,32,32000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009866840,Verde,22466.3,58,58000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009865584,Verde,20862,61,61000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009861635,Verde,9888,32,32000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009860566,Verde,37080,120,120000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009858545,Verde,30336,96,96000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009854213,Verde,30128.95,112,112000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009846598,Verde,51006.42,191,191000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009846059,Verde,1280,32,32000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009792617,Verde,1152.93,32,32000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009789497,Verde,1152.93,32,32000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009786862,Verde,1152.93,32,32000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009910342,Verde,8370,31,31000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009797031,Laranja,41380,25.96,25960
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009713261,Laranja,98412.5,25.356,25356
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009686205,Laranja,20610,26,26000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010000141,Verde,1213.15,28,28000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009994678,Verde,19334,56,56000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009994104,Verde,8370,31,31000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009978044,Verde,8506.8,30,30000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009963152,Verde,1308.28,30,30000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009909042,Verde,20478.3,29.97,29970
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009807622,Verde,25000,30,30000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010066886,Verde,9234,27,27000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010059987,Verde,10260,30,30000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010051587,Verde,1008.81,28,28000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010050548,Verde,16200,60,60000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010045749,Verde,8263.5,30,30000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010021920,Verde,24998.78,92,92000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010019853,Verde,1377.25,5,5000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0009910970,Verde,86994.9,22.881,22881
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010121712,Verde,31806,93,93000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010114775,Verde,15930,59,59000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010113825,Verde,810,3,3000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010096165,Verde,9930,30,30000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010225437,Verde,8790.36,31,31000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010222721,Verde,48594,9.95684,9956.84
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010203751,Verde,40203,117,117000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010201635,Verde,15488,64,64000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010200922,Verde,11233.15,29,29000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010194710,Verde,16696,56,56000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010194191,Verde,45461.6,172,172000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010271714,Verde,19688,61,61000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010270696,Verde,7810,31,31000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010262618,Verde,19494,57,57000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010364917,Verde,16384,64,64000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010363457,Verde,1280,32,32000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010351963,Verde,10260,30,30000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010350800,Verde,1280,32,32000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010347923,Verde,1280,32,32000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010345491,Verde,936.75,26,26000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010336433,Verde,50176,128,128000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010329305,Verde,20520,60,60000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010303896,Verde,1116.9,31,31000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010426114,Verde,22346,62,62000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010425606,Verde,7744,32,32000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010425100,Verde,8814.4,32,32000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010414787,Verde,1870,27.5,27500
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010413870,Verde,9300,30,30000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010394140,Verde,9073.92,32,32000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010366405,Verde,6888,21,21000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010350100,Verde,1280,32,32000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010349101,Verde,1280,32,32000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010341690,Verde,50176,128,128000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010309673,Verde,25307.1,30.01,30010
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010457966,Verde,17556,62,62000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010431142,Verde,1285.1,30,30000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010424146,Verde,1320,33,33000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010558096,Verde,9423,27,27000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010544532,Verde,8192,32,32000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010542130,Verde,2097.58,50,50000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010540804,Verde,7857.12,29,29000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010540529,Verde,12150,30,30000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010539733,Verde,22006.8,80,80000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010525597,Verde,18500,30,30000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010499057,Verde,39484.5,66,66000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010460576,Verde,57432,96,96000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010652670,Verde,1120,28,28000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010726002,Verde,1080,4,4000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010723879,Verde,4320,16,16000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010721779,Verde,2108,31,31000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010706885,Verde,2108,31,31000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010706680,Verde,2108,31,31000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010705927,Verde,2040,30,30000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010689611,Verde,8959.2,30,30000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010687414,Verde,15360,60,60000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010665836,Verde,1320,33,33000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010664198,Verde,1320,33,33000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010540200,Verde,35895,60,60000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010804224,Verde,4675,17,17000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010803210,Verde,4675,17,17000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010801780,Verde,8800,32,32000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010800695,Verde,8263.5,30,30000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010797732,Verde,1351.72,32,32000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010775135,Verde,6300,90,90000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010769321,Verde,8800,32,32000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010761010,Verde,6300,90,90000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010694364,Verde,1320,33,33000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010690466,Verde,1320,33,33000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010689263,Verde,1320,33,33000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010687783,Verde,1320,33,33000
08,2020,Porto De Santa Helena - Pm De Sta Helena - Santa Helena/Pr Porto Fluvial Alfandegado - Uso Publico,20BR0010662586,Verde,1320,33,33000
